id-area-amoblado-numero_habitaciones-noches_anio-seguro
150001-72,93-0-3-15-1
150929-63,12-0-3-11-929
150930-59,61-1-4-18-930
150931-43,05-0-2-20-931
150932-25,10-1-4-1-932
150933-44,14-0-2-20-933
150934-26,23-0-1-25-934
150935-50,96-1-4-19-935
150936-25,28-0-4-24-936
150937-55,37-1-3-28-937
150938-40,96-1-3-24-938
150939-62,90-0-4-25-939
150940-44,15-1-4-25-940
150941-49,89-1-2-27-941
150942-27,58-1-4-28-942
150943-71,17-1-4-8-943
150944-47,56-0-3-19-944
150945-68,38-0-2-15-945
150946-42,74-1-3-22-946
150947-32,48-1-2-29-947
150948-60,01-0-3-2-948
150949-41,37-0-3-24-949
150950-53,22-1-1-12-950
150951-62,39-1-4-18-951
150952-65,16-1-4-14-952
150953-56,75-0-2-15-953
150954-76,07-1-4-3-954
150955-43,58-0-4-26-955
150956-65,12-0-4-17-956
150957-77,62-0-3-25-957
150958-45,12-1-1-12-958
150959-46,81-1-3-1-959
150960-69,30-1-3-8-960
150961-32,25-1-2-0-961
150962-34,18-0-1-29-962
150963-34,16-1-1-18-963
150964-78,73-0-3-21-964
150965-37,59-1-1-0-965
150966-69,38-0-4-5-966
150967-58,74-0-2-20-967
150968-72,38-1-1-4-968
150969-29,80-0-3-27-969
150970-55,50-1-2-26-970
150971-46,49-0-2-19-971
150972-79,74-1-2-15-972
150973-45,96-1-4-28-973
150974-79,40-1-2-0-974
150975-59,52-0-2-28-975
150976-36,54-0-4-25-976
150977-28,75-0-1-1-977
150978-33,23-1-1-25-978
150979-42,23-1-4-16-979
150980-56,02-0-3-29-980
150981-48,79-1-1-7-981
150982-59,78-1-4-28-982
150983-32,37-0-1-0-983
150984-39,46-1-3-19-984
150985-72,49-1-1-23-985
150986-70,24-1-3-4-986
150987-62,87-1-2-16-987
150988-64,21-0-3-23-988
150989-32,56-0-3-14-989
150990-61,64-0-4-21-990
150991-41,97-1-2-20-991
150992-39,02-1-3-25-992
150993-36,49-1-4-26-993
150994-78,78-0-3-23-994
150995-29,97-0-4-12-995
150996-43,91-0-1-22-996
150997-26,75-1-2-2-997
150998-25,77-1-3-2-998
150999-66,65-0-4-23-999
151000-30,56-0-2-25-1000
151001-36,31-1-3-29-1001
151002-45,91-1-2-9-1002
151003-60,53-1-3-2-1003
151004-39,84-0-3-15-1004
151005-39,01-1-2-8-1005
151006-30,62-0-4-8-1006
151007-74,06-1-2-18-1007
151008-67,81-1-3-16-1008
151009-62,07-0-3-21-1009
151010-75,57-1-2-8-1010
151011-59,32-1-2-0-1011
151012-32,10-0-3-27-1012
151013-75,33-0-2-7-1013
151014-76,94-0-3-10-1014
151015-78,19-1-4-4-1015
151016-26,56-0-2-6-1016
151017-34,68-0-3-5-1017
151018-40,32-0-3-28-1018
151019-37,21-1-4-17-1019
151020-32,04-1-2-15-1020
151021-55,31-0-3-27-1021
151022-77,53-1-3-21-1022
151023-25,52-0-2-29-1023
151024-27,76-0-3-23-1024
151025-57,53-0-4-18-1025
151026-57,92-1-1-13-1026
151027-44,35-0-2-22-1027
151028-27,59-0-3-27-1028
151029-73,10-0-3-1-1029
151030-75,40-1-3-7-1030
151031-75,87-1-3-13-1031
151032-46,80-1-1-19-1032
151033-26,23-1-3-10-1033
151034-36,89-0-4-8-1034
151035-56,85-0-1-24-1035
151036-60,17-0-4-11-1036
151037-69,23-1-4-10-1037
151038-67,04-1-3-12-1038
151039-61,06-0-1-23-1039
151040-75,64-1-2-29-1040
151041-60,31-1-2-20-1041
151042-32,05-1-2-13-1042
151043-73,08-0-1-4-1043
151044-38,36-0-1-13-1044
151045-50,56-0-1-14-1045
151046-67,03-0-2-25-1046
151047-75,01-0-3-27-1047
151048-57,74-1-1-28-1048
151049-29,19-0-1-27-1049
151050-46,42-1-2-11-1050
151051-60,44-1-4-4-1051
151052-44,40-1-2-5-1052
151053-52,50-1-1-2-1053
151054-72,24-1-2-17-1054
151055-77,30-0-4-10-1055
151056-72,41-1-1-28-1056
151057-54,06-1-3-0-1057
151058-53,24-1-3-5-1058
151059-72,94-0-1-14-1059
151060-74,03-0-1-16-1060
151061-63,65-1-1-9-1061
151062-64,52-1-3-24-1062
151063-74,10-0-1-18-1063
151064-44,46-1-2-18-1064
151065-52,28-0-1-9-1065
151066-49,17-1-4-13-1066
151067-69,30-1-4-1-1067
151068-76,90-0-2-29-1068
151069-36,36-0-2-2-1069
151070-29,55-0-2-17-1070
151071-43,44-0-4-7-1071
151072-71,66-1-2-16-1072
151073-61,79-1-4-16-1073
151074-35,91-0-1-2-1074
151075-28,04-1-3-24-1075
151076-43,35-1-1-12-1076
151077-48,02-1-2-7-1077
151078-45,63-1-4-25-1078
151079-55,04-1-2-22-1079
151080-78,42-0-3-12-1080
151081-71,98-1-2-19-1081
151082-79,22-0-1-18-1082
151083-39,71-1-4-22-1083
151084-31,43-0-2-7-1084
151085-27,66-0-4-27-1085
151086-57,95-1-3-8-1086
151087-75,79-0-1-0-1087
151088-73,05-0-1-9-1088
151089-65,92-1-1-12-1089
151090-25,88-0-2-18-1090
151091-42,03-1-2-3-1091
151092-36,02-0-4-26-1092
151093-72,08-0-2-7-1093
151094-55,97-1-4-21-1094
151095-72,08-1-4-0-1095
151096-39,54-0-2-17-1096
151097-76,66-0-3-5-1097
151098-48,30-1-3-1-1098
151099-33,35-0-2-3-1099
151100-33,61-1-1-5-1100
151101-78,67-0-2-8-1101
151102-44,23-1-3-27-1102
151103-33,25-0-3-2-1103
151104-72,64-0-4-10-1104
151105-25,61-0-3-24-1105
151106-50,25-1-3-0-1106
151107-43,02-0-3-22-1107
151108-43,64-1-2-28-1108
151109-44,32-1-3-19-1109
151110-27,67-1-4-17-1110
151111-69,24-0-2-17-1111
151112-33,21-0-3-29-1112
151113-77,49-0-2-13-1113
151114-63,47-1-1-19-1114
151115-75,27-0-4-8-1115
151116-68,08-1-4-4-1116
151117-69,20-1-3-4-1117
151118-31,33-1-3-25-1118
151119-43,77-1-2-28-1119
151120-44,85-0-2-29-1120
151121-46,31-1-1-12-1121
151122-35,96-0-4-10-1122
151123-27,12-1-1-3-1123
151124-45,21-0-3-29-1124
151125-27,37-1-4-22-1125
151126-67,16-1-4-22-1126
151127-56,36-0-4-14-1127
151128-36,69-1-1-22-1128
151129-78,43-1-2-7-1129
151130-35,46-0-1-15-1130
151131-51,88-1-4-27-1131
151132-75,72-0-3-3-1132
151133-55,18-1-1-6-1133
151134-46,53-0-4-21-1134
151135-38,25-1-2-14-1135
151136-78,09-0-1-12-1136
151137-68,17-1-2-0-1137
151138-72,80-0-4-18-1138
151139-69,67-1-1-5-1139
151140-49,95-0-3-14-1140
151141-73,42-0-3-3-1141
151142-47,47-0-2-5-1142
151143-55,72-0-2-28-1143
151144-49,50-0-1-1-1144
151145-68,86-1-4-6-1145
151146-40,91-0-3-9-1146
151147-38,51-1-1-14-1147
151148-58,99-0-2-20-1148
151149-69,82-0-3-10-1149
151150-72,02-1-4-14-1150
151151-62,22-0-1-15-1151
151152-61,05-0-1-28-1152
151153-51,86-1-1-19-1153
151154-42,83-0-2-29-1154
151155-66,46-0-4-3-1155
151156-75,26-0-4-22-1156
151157-57,83-0-2-11-1157
151158-33,44-1-2-19-1158
151159-46,70-1-3-12-1159
151160-51,99-0-4-12-1160
151161-48,81-0-3-20-1161
151162-28,68-0-4-28-1162
151163-42,99-0-2-22-1163
151164-78,73-1-1-28-1164
151165-77,17-0-4-26-1165
151166-67,14-0-1-28-1166
151167-68,01-0-3-26-1167
151168-61,41-0-4-6-1168
151169-76,73-1-2-6-1169
151170-44,84-0-4-9-1170
151171-73,77-1-4-28-1171
151172-57,58-0-1-8-1172
151173-26,89-1-3-3-1173
151174-66,96-0-3-21-1174
151175-63,59-0-2-8-1175
151176-45,03-1-3-8-1176
151177-57,55-0-3-23-1177
151178-36,23-0-2-9-1178
151179-54,96-0-4-3-1179
151180-30,18-0-1-2-1180
151181-49,44-1-1-6-1181
151182-48,52-1-3-11-1182
151183-66,38-1-1-9-1183
151184-45,82-0-3-16-1184
151185-44,91-0-2-18-1185
151186-54,35-0-2-7-1186
151187-55,11-1-1-28-1187
151188-72,59-1-3-22-1188
151189-62,08-0-4-6-1189
151190-52,20-1-1-1-1190
151191-68,63-0-2-22-1191
151192-38,27-1-4-29-1192
151193-25,71-1-3-1-1193
151194-49,86-0-2-21-1194
151195-50,36-1-2-6-1195
151196-34,83-1-1-4-1196
151197-36,54-1-2-12-1197
151198-30,38-0-3-15-1198
151199-62,02-0-3-24-1199
151200-43,37-0-3-27-1200
151201-78,37-1-1-21-1201
151202-77,47-0-4-1-1202
151203-50,58-1-1-1-1203
151204-44,95-0-1-23-1204
151205-55,09-0-2-1-1205
151206-75,12-1-1-25-1206
151207-63,84-0-1-24-1207
151208-39,97-1-2-25-1208
151209-63,20-1-1-28-1209
151210-79,92-0-2-12-1210
151211-39,36-0-1-28-1211
151212-60,52-1-2-25-1212
151213-29,08-1-2-24-1213
151214-59,81-0-2-10-1214
151215-78,42-1-3-2-1215
151216-76,94-1-2-3-1216
151217-32,53-0-2-11-1217
151218-33,85-0-1-2-1218
151219-48,06-1-4-2-1219
151220-25,76-0-1-12-1220
151221-55,17-0-4-18-1221
151222-26,98-1-2-22-1222
151223-29,33-1-4-14-1223
151224-43,72-1-4-5-1224
151225-29,33-1-1-4-1225
151226-25,07-1-4-21-1226
151227-46,16-0-1-29-1227
151228-77,81-1-1-7-1228
151229-79,27-1-2-0-1229
151230-68,58-0-3-0-1230
151231-61,79-0-3-28-1231
151232-55,71-0-1-17-1232
151233-53,66-0-3-28-1233
151234-47,45-0-4-28-1234
151235-34,27-1-4-20-1235
151236-38,35-1-1-25-1236
151237-53,12-1-4-13-1237
151238-72,54-1-1-9-1238
151239-55,04-1-3-7-1239
151240-38,20-0-2-22-1240
151241-78,77-0-2-14-1241
151242-27,12-1-4-6-1242
151243-37,62-1-3-3-1243
151244-50,70-0-1-0-1244
151245-56,77-0-3-1-1245
151246-50,13-0-3-2-1246
151247-49,96-0-1-6-1247
151248-50,45-1-1-18-1248
151249-59,76-0-1-3-1249
151250-32,16-0-2-16-1250
151251-30,39-0-3-24-1251
151252-62,08-1-2-8-1252
151253-52,33-1-1-10-1253
151254-55,83-1-3-18-1254
151255-72,32-0-4-25-1255
151256-51,89-0-2-0-1256
151257-71,32-1-3-18-1257
151258-54,40-0-3-10-1258
151259-27,12-1-3-18-1259
151260-45,04-1-2-28-1260
151261-45,29-1-1-14-1261
151262-63,52-0-2-2-1262
151263-73,02-1-3-23-1263
151264-34,31-1-3-26-1264
151265-74,51-1-3-19-1265
151266-56,50-1-2-5-1266
151267-59,39-1-4-27-1267
151268-34,54-1-2-4-1268
151269-39,48-0-3-24-1269
151270-33,88-1-2-12-1270
151271-68,33-1-2-8-1271
151272-70,28-0-1-19-1272
151273-27,86-0-3-1-1273
151274-28,55-0-1-11-1274
151275-50,18-0-2-4-1275
151276-73,73-0-3-18-1276
151277-49,58-0-1-21-1277
151278-38,42-0-1-16-1278
151279-65,37-1-1-27-1279
151280-29,82-1-4-3-1280
151281-28,29-1-3-12-1281
151282-46,66-1-3-23-1282
151283-39,45-0-3-25-1283
151284-46,52-1-3-25-1284
151285-73,50-0-2-10-1285
151286-72,11-1-3-27-1286
151287-56,70-0-2-12-1287
151288-41,01-0-3-19-1288
151289-43,69-1-3-14-1289
151290-77,58-0-3-7-1290
151291-59,05-1-2-7-1291
151292-52,09-0-4-26-1292
151293-79,08-0-1-0-1293
151294-43,56-0-3-6-1294
151295-48,44-0-1-26-1295
151296-40,54-1-4-22-1296
151297-72,33-0-3-27-1297
151298-66,32-0-4-26-1298
151299-45,89-1-4-11-1299
151300-73,85-1-3-9-1300
151301-61,29-1-1-14-1301
151302-49,49-1-1-26-1302
151303-29,29-0-4-14-1303
151304-30,18-1-1-12-1304
151305-57,30-0-2-21-1305
151306-60,26-0-3-17-1306
151307-70,29-1-3-25-1307
151308-35,33-0-2-27-1308
151309-74,61-1-1-15-1309
151310-71,77-0-3-24-1310
151311-25,08-1-2-22-1311
151312-34,54-1-2-20-1312
151313-62,54-0-2-15-1313
151314-28,00-1-2-5-1314
151315-78,33-1-4-17-1315
151316-42,36-0-1-1-1316
151317-71,83-0-4-20-1317
151318-73,51-1-2-11-1318
151319-40,53-1-3-7-1319
151320-62,57-0-4-28-1320
151321-61,69-1-3-10-1321
151322-53,08-1-4-28-1322
151323-68,15-1-3-11-1323
151324-32,07-0-2-22-1324
151325-25,45-1-3-25-1325
151326-34,24-1-1-4-1326
151327-33,57-0-4-11-1327
151328-32,97-1-2-14-1328
151329-65,07-1-4-16-1329
151330-30,94-0-4-7-1330
151331-42,47-1-1-5-1331
151332-52,38-0-2-22-1332
151333-50,06-0-4-17-1333
151334-44,56-0-2-22-1334
151335-31,56-1-4-3-1335
151336-29,33-0-2-10-1336
151337-41,55-1-3-11-1337
151338-71,62-1-4-26-1338
151339-63,89-0-2-24-1339
151340-74,11-1-4-13-1340
151341-54,40-0-1-25-1341
151342-42,34-1-3-28-1342
151343-69,49-0-2-14-1343
151344-74,19-0-4-22-1344
151345-46,54-1-3-11-1345
151346-72,51-0-3-15-1346
151347-46,96-1-4-16-1347
151348-27,99-1-1-5-1348
151349-62,41-1-3-29-1349
151350-75,20-1-3-5-1350
151351-54,53-0-2-5-1351
151352-28,28-1-3-13-1352
151353-45,09-0-2-22-1353
151354-49,61-0-2-3-1354
151355-46,37-0-4-6-1355
151356-29,67-0-1-20-1356
151357-52,47-0-1-10-1357
151358-48,82-0-1-16-1358
151359-57,97-1-2-9-1359
151360-78,62-1-2-22-1360
151361-27,71-0-4-27-1361
151362-75,90-0-2-27-1362
151363-67,07-0-3-15-1363
151364-59,22-1-3-25-1364
151365-49,60-0-2-13-1365
151366-79,71-0-4-26-1366
151367-27,71-1-1-2-1367
151368-40,76-1-1-1-1368
151369-60,46-0-2-21-1369
151370-41,73-0-2-14-1370
151371-36,29-0-3-6-1371
151372-40,92-0-2-4-1372
151373-75,60-0-1-13-1373
151374-70,78-1-1-12-1374
151375-60,26-0-4-28-1375
151376-40,23-1-3-11-1376
151377-60,23-1-1-5-1377
151378-26,36-0-2-25-1378
151379-44,33-0-4-25-1379
151380-54,47-1-3-29-1380
151381-69,63-1-1-25-1381
151382-53,56-0-4-26-1382
151383-37,18-0-3-8-1383
151384-46,30-1-1-13-1384
151385-48,36-1-1-22-1385
151386-32,34-0-3-23-1386
151387-78,94-1-3-21-1387
151388-75,61-1-2-7-1388
151389-49,13-0-2-21-1389
151390-51,61-0-3-9-1390
151391-34,77-0-1-5-1391
151392-40,46-1-1-6-1392
151393-48,17-0-4-19-1393
151394-62,93-0-1-17-1394
151395-76,58-1-1-26-1395
151396-37,88-1-1-6-1396
151397-46,33-1-1-9-1397
151398-33,70-0-4-8-1398
151399-54,72-1-4-28-1399
151400-72,58-0-3-29-1400
151401-25,55-0-2-11-1401
151402-51,02-1-1-13-1402
151403-53,39-1-2-12-1403
151404-32,78-1-4-6-1404
151405-30,32-0-3-11-1405
151406-45,67-0-3-22-1406
151407-53,74-1-2-3-1407
151408-69,13-0-4-18-1408
151409-72,03-0-1-3-1409
151410-28,22-1-1-21-1410
151411-40,94-0-1-29-1411
151412-56,79-0-2-20-1412
151413-76,61-0-4-10-1413
151414-42,67-1-2-0-1414
151415-45,54-1-2-4-1415
151416-51,40-1-2-27-1416
151417-34,23-0-1-28-1417
151418-41,57-0-4-27-1418
151419-33,84-0-4-29-1419
151420-59,34-0-3-13-1420
151421-55,66-1-4-28-1421
151422-34,79-1-1-25-1422
151423-33,85-1-4-19-1423
151424-51,90-0-3-3-1424
151425-44,68-1-4-7-1425
151426-39,69-0-2-29-1426
151427-57,24-1-2-29-1427
151428-52,03-1-2-4-1428
151429-44,26-0-3-17-1429
151430-73,56-0-2-13-1430
151431-35,61-0-2-28-1431
151432-73,83-1-2-5-1432
151433-48,32-0-3-3-1433
151434-67,87-0-3-22-1434
151435-32,66-1-1-12-1435
151436-32,97-0-2-6-1436
151437-26,58-0-1-29-1437
151438-67,24-0-2-15-1438
151439-62,39-1-2-19-1439
151440-67,96-1-1-1-1440
151441-49,73-0-2-27-1441
151442-79,31-1-2-27-1442
151443-34,55-0-2-2-1443
151444-63,32-0-2-5-1444
151445-61,20-0-2-7-1445
151446-31,05-1-4-1-1446
151447-25,16-0-3-25-1447
151448-35,32-0-1-29-1448
151449-60,60-1-4-5-1449
151450-64,18-0-2-1-1450
151451-38,36-0-3-7-1451
151452-44,37-0-1-27-1452
151453-36,08-0-4-28-1453
151454-27,27-1-1-4-1454
151455-53,98-1-3-8-1455
151456-70,91-0-4-13-1456
151457-79,99-0-2-6-1457
151458-27,67-1-2-8-1458
151459-40,44-0-2-10-1459
151460-26,65-1-3-7-1460
151461-60,92-1-3-17-1461
151462-39,24-0-4-22-1462
151463-49,82-1-3-13-1463
151464-64,20-0-2-12-1464
151465-27,09-1-1-1-1465
151466-53,07-1-4-16-1466
151467-54,52-0-2-28-1467
151468-29,34-1-4-25-1468
151469-68,47-1-3-11-1469
151470-49,25-1-1-8-1470
151471-77,52-1-1-4-1471
151472-76,98-0-1-29-1472
151473-64,52-1-2-13-1473
151474-33,37-0-2-15-1474
151475-31,85-0-3-28-1475
151476-36,66-0-3-26-1476
151477-30,75-0-4-0-1477
151478-36,51-0-1-17-1478
151479-70,08-0-1-20-1479
151480-53,40-0-3-28-1480
151481-42,83-1-1-18-1481
151482-50,58-0-4-23-1482
151483-25,97-1-1-20-1483
151484-63,24-0-4-19-1484
151485-79,79-0-4-19-1485
151486-40,24-0-1-26-1486
151487-49,34-0-4-17-1487
151488-50,32-0-2-21-1488
151489-60,09-1-1-2-1489
151490-77,68-1-3-23-1490
151491-30,75-1-1-5-1491
151492-72,11-0-1-15-1492
151493-48,08-0-4-9-1493
151494-71,58-1-4-8-1494
151495-72,16-0-4-28-1495
151496-27,17-0-1-13-1496
151497-35,15-0-2-8-1497
151498-58,21-0-4-16-1498
151499-74,69-1-1-16-1499
151500-66,31-0-3-10-1500
151501-73,70-0-1-9-1501
151502-41,71-0-3-23-1502
151503-31,08-0-2-1-1503
151504-56,67-0-4-6-1504
151505-41,04-0-1-24-1505
151506-56,37-1-4-13-1506
151507-37,01-1-2-3-1507
151508-53,96-0-3-17-1508
151509-56,95-1-1-20-1509
151510-39,60-1-1-10-1510
151511-76,95-1-4-7-1511
151512-33,58-0-1-11-1512
151513-67,94-1-1-18-1513
151514-67,97-0-3-8-1514
151515-27,16-1-2-12-1515
151516-65,31-0-3-4-1516
151517-28,46-0-3-3-1517
151518-38,32-1-4-2-1518
151519-41,17-0-2-21-1519
151520-76,51-0-1-18-1520
151521-36,85-1-4-18-1521
151522-44,72-0-2-1-1522
151523-53,08-0-3-25-1523
151524-71,10-1-2-14-1524
151525-41,92-0-2-12-1525
151526-33,28-0-1-9-1526
151527-28,00-1-3-2-1527
151528-48,22-0-3-12-1528
151529-38,61-0-4-27-1529
151530-68,30-1-1-14-1530
151531-37,96-1-2-2-1531
151532-33,58-0-4-18-1532
151533-73,43-0-3-26-1533
151534-27,27-1-3-21-1534
151535-31,47-1-1-6-1535
151536-50,50-1-4-25-1536
151537-67,19-1-2-12-1537
151538-54,05-0-3-26-1538
151539-55,09-1-3-10-1539
151540-31,90-1-4-5-1540
151541-39,15-0-4-19-1541
151542-61,31-0-4-19-1542
151543-76,99-1-2-11-1543
151544-77,20-0-2-13-1544
151545-70,98-0-3-9-1545
151546-68,79-1-2-13-1546
151547-59,61-1-1-28-1547
151548-37,84-1-4-28-1548
151549-68,69-1-2-7-1549
151550-68,26-0-1-3-1550
151551-25,50-1-3-7-1551
151552-52,81-0-1-4-1552
151553-35,96-0-1-8-1553
151554-28,09-1-3-19-1554
151555-36,11-1-1-3-1555
151556-65,67-0-4-14-1556
151557-78,45-0-3-3-1557
151558-46,17-1-4-18-1558
151559-43,93-1-4-18-1559
151560-57,65-0-2-12-1560
151561-55,67-1-4-12-1561
151562-30,77-0-4-22-1562
151563-34,35-1-3-0-1563
151564-58,75-1-2-27-1564
151565-74,85-0-1-5-1565
151566-28,76-1-1-16-1566
151567-73,20-1-1-15-1567
151568-42,85-1-1-25-1568
151569-52,70-1-4-21-1569
151570-79,72-0-3-23-1570
151571-63,84-0-3-18-1571
151572-37,33-0-3-27-1572
151573-65,62-1-1-18-1573
151574-79,84-0-4-0-1574
151575-60,93-1-1-26-1575
151576-55,53-1-4-23-1576
151577-44,17-1-2-17-1577
151578-74,32-1-1-4-1578
151579-58,09-0-2-18-1579
151580-30,82-1-3-2-1580
151581-40,72-0-2-7-1581
151582-70,10-1-3-9-1582
151583-78,19-1-1-27-1583
151584-28,31-0-1-28-1584
151585-70,15-1-1-9-1585
151586-56,66-0-2-25-1586
151587-48,38-1-2-15-1587
151588-78,68-1-3-5-1588
151589-42,10-0-1-14-1589
151590-34,93-1-3-28-1590
151591-36,37-1-1-28-1591
151592-59,66-0-4-5-1592
151593-73,71-1-2-11-1593
151594-41,83-0-2-24-1594
151595-57,99-0-3-20-1595
151596-35,06-1-3-2-1596
151597-73,25-1-2-10-1597
151598-73,61-0-1-24-1598
151599-69,23-0-3-1-1599
151600-56,01-0-1-19-1600
151601-54,69-0-1-2-1601
151602-67,16-1-4-23-1602
151603-31,83-1-4-19-1603
151604-28,69-1-4-14-1604
151605-56,02-1-3-22-1605
151606-25,68-0-2-2-1606
151607-51,47-1-1-10-1607
151608-40,64-1-3-3-1608
151609-37,40-1-2-2-1609
151610-36,59-1-2-0-1610
151611-60,61-1-1-3-1611
151612-36,79-1-3-21-1612
151613-79,63-1-1-10-1613
151614-66,06-1-2-13-1614
151615-49,08-0-3-15-1615
151616-50,38-0-4-18-1616
151617-40,25-1-3-21-1617
151618-62,98-0-1-22-1618
151619-41,52-1-4-5-1619
151620-42,30-1-2-3-1620
151621-27,31-0-2-14-1621
151622-61,31-0-2-29-1622
151623-39,88-1-1-13-1623
151624-69,59-0-2-0-1624
151625-28,65-1-3-13-1625
151626-59,37-0-4-19-1626
151627-50,60-0-1-24-1627
151628-43,90-1-1-7-1628
151629-61,88-1-2-25-1629
151630-62,06-1-3-13-1630
151631-70,44-0-2-17-1631
151632-31,76-0-3-11-1632
151633-47,42-1-2-5-1633
151634-72,48-1-3-4-1634
151635-33,09-1-4-28-1635
151636-29,60-0-1-6-1636
151637-79,95-1-1-8-1637
151638-62,69-0-1-19-1638
151639-71,68-0-2-8-1639
151640-58,81-1-3-0-1640
151641-71,30-1-3-22-1641
151642-54,65-0-1-20-1642
151643-77,18-0-2-18-1643
151644-54,18-0-3-25-1644
151645-27,89-1-3-20-1645
151646-74,00-0-4-5-1646
151647-42,04-1-4-10-1647
151648-53,21-0-1-18-1648
151649-30,24-1-2-10-1649
151650-36,68-0-1-2-1650
151651-62,02-1-4-28-1651
151652-55,93-1-1-8-1652
151653-53,03-1-2-29-1653
151654-71,70-0-1-7-1654
151655-60,82-1-2-27-1655
151656-54,37-1-1-2-1656
151657-66,48-0-1-0-1657
151658-36,46-0-2-27-1658
151659-42,50-0-3-9-1659
151660-59,35-0-1-12-1660
151661-33,49-1-2-11-1661
151662-29,93-0-3-28-1662
151663-34,73-0-2-28-1663
151664-30,34-0-2-13-1664
151665-41,88-1-4-16-1665
151666-73,03-1-1-27-1666
151667-78,53-0-3-29-1667
151668-37,06-0-2-13-1668
151669-30,26-1-3-1-1669
151670-51,78-1-4-18-1670
151671-55,32-1-4-19-1671
151672-34,96-0-2-10-1672
151673-76,20-0-2-4-1673
151674-38,76-0-3-3-1674
151675-59,26-1-2-29-1675
151676-72,09-0-3-23-1676
151677-51,43-1-4-26-1677
151678-30,70-1-3-1-1678
151679-72,38-1-1-26-1679
151680-25,16-1-1-5-1680
151681-48,89-1-1-20-1681
151682-60,18-0-1-8-1682
151683-69,29-1-3-28-1683
151684-65,88-1-2-4-1684
151685-37,40-0-1-27-1685
151686-74,83-1-4-7-1686
151687-64,46-0-4-21-1687
151688-67,80-0-4-29-1688
151689-46,50-1-2-7-1689
151690-41,84-0-3-6-1690
151691-69,28-0-2-11-1691
151692-61,34-1-3-6-1692
151693-35,95-1-2-23-1693
151694-37,06-0-1-1-1694
151695-72,12-1-4-19-1695
151696-69,07-0-3-4-1696
151697-76,87-0-2-14-1697
151698-25,90-1-2-13-1698
151699-41,50-0-4-18-1699
151700-27,05-0-4-24-1700
151701-72,17-0-3-14-1701
151702-29,29-1-3-28-1702
151703-57,51-1-2-27-1703
151704-37,40-1-1-13-1704
151705-68,80-1-2-23-1705
151706-52,56-0-2-25-1706
151707-38,32-1-1-16-1707
151708-43,38-0-4-14-1708
151709-32,20-1-1-13-1709
151710-26,89-1-2-26-1710
151711-62,61-1-3-27-1711
151712-56,71-0-4-6-1712
151713-35,80-0-2-11-1713
151714-40,78-1-1-19-1714
151715-34,14-1-3-12-1715
151716-47,85-0-1-22-1716
151717-37,55-1-2-8-1717
151718-58,56-0-4-4-1718
151719-33,17-1-3-15-1719
151720-48,92-0-2-7-1720
151721-32,38-1-4-28-1721
151722-78,84-0-3-13-1722
151723-50,37-1-2-17-1723
151724-66,53-1-4-5-1724
151725-49,17-1-2-3-1725
151726-55,51-1-3-28-1726
151727-51,49-1-4-20-1727
151728-62,46-0-4-20-1728
151729-42,81-1-1-24-1729
151730-46,71-0-1-14-1730
151731-72,42-0-2-27-1731
151732-44,76-1-3-4-1732
151733-70,96-0-4-19-1733
151734-26,42-0-1-29-1734
151735-74,17-1-2-21-1735
151736-34,57-1-1-9-1736
151737-40,96-1-1-0-1737
151738-62,88-1-4-4-1738
151739-34,08-0-1-18-1739
151740-31,24-0-4-4-1740
151741-41,61-0-2-2-1741
151742-50,41-0-3-5-1742
151743-54,46-1-3-27-1743
151744-37,37-1-2-11-1744
151745-66,77-1-2-12-1745
151746-60,56-1-4-0-1746
151747-43,28-0-1-12-1747
151748-33,71-1-4-22-1748
151749-45,36-0-1-13-1749
151750-63,64-0-1-18-1750
151751-75,44-1-3-23-1751
151752-51,95-1-3-23-1752
151753-37,11-0-1-27-1753
151754-59,55-1-2-23-1754
151755-74,72-1-1-8-1755
151756-36,85-0-1-29-1756
151757-28,51-1-1-20-1757
151758-29,59-1-4-23-1758
151759-28,14-0-2-8-1759
151760-55,81-1-2-25-1760
151761-64,21-1-4-15-1761
151762-51,79-1-1-25-1762
151763-57,70-0-4-8-1763
151764-65,91-1-3-16-1764
151765-64,20-0-4-15-1765
151766-40,24-1-4-18-1766
151767-31,29-1-1-7-1767
151768-44,12-0-3-27-1768
151769-34,47-1-3-20-1769
151770-57,40-1-4-20-1770
151771-39,48-1-2-18-1771
151772-25,14-0-4-26-1772
151773-75,47-1-2-15-1773
151774-62,92-1-3-20-1774
151775-56,77-1-3-10-1775
151776-26,26-1-1-17-1776
151777-70,73-0-4-4-1777
151778-28,50-1-3-9-1778
151779-48,51-1-1-2-1779
151780-74,79-1-3-25-1780
151781-30,60-0-4-13-1781
151782-37,61-1-2-13-1782
151783-36,63-0-2-2-1783
151784-73,12-0-2-29-1784
151785-33,36-0-1-0-1785
151786-73,13-1-1-15-1786
151787-73,35-0-3-27-1787
151788-63,14-0-4-29-1788
151789-60,67-0-4-0-1789
151790-69,61-0-4-24-1790
151791-76,33-0-3-21-1791
151792-25,64-0-3-14-1792
151793-48,92-0-1-17-1793
151794-43,41-1-4-14-1794
151795-60,08-0-3-24-1795
151796-29,87-0-2-17-1796
151797-44,63-0-4-27-1797
151798-62,70-0-3-1-1798
151799-34,84-1-2-24-1799
151800-52,11-0-1-4-1800
151801-62,47-1-3-4-1801
151802-30,70-1-1-1-1802
151803-38,20-1-3-3-1803
151804-64,60-1-2-14-1804
