id,tipo_habitacion,numero,capacidad
1071,ESTANDAR,140,3
1072,SUITE,566,3
1073,ESTANDAR,423,4
1074,SEMISUITE,686,3
1075,ESTANDAR,844,2
1076,ESTANDAR,289,1
1077,SEMISUITE,140,1
1078,SEMISUITE,497,2
1079,SEMISUITE,728,3
1080,ESTANDAR,807,2
1081,SEMISUITE,633,4
1082,ESTANDAR,666,2
1083,SUITE,321,1
1084,SUITE,197,4
1085,SEMISUITE,248,2
1086,SUITE,411,1
1087,SUITE,106,3
1088,ESTANDAR,297,4
1089,SUITE,807,1
1090,ESTANDAR,218,1
1091,ESTANDAR,642,4
1092,SUITE,205,4
1093,SUITE,188,3
1094,SEMISUITE,401,1
1095,ESTANDAR,468,1
1096,ESTANDAR,752,3
1097,ESTANDAR,874,1
1098,SUITE,423,4
1099,ESTANDAR,634,4
1100,SEMISUITE,812,3
1101,SUITE,183,1
1102,ESTANDAR,482,1
1103,ESTANDAR,382,1
1104,ESTANDAR,487,3
1105,SEMISUITE,291,1
1106,SEMISUITE,171,2
1107,SEMISUITE,679,1
1108,SUITE,507,1
1109,ESTANDAR,470,3
1110,ESTANDAR,502,3
1111,SEMISUITE,736,2
1112,SUITE,286,2
1113,ESTANDAR,139,3
1114,SUITE,210,3
1115,ESTANDAR,216,1
1116,SEMISUITE,429,2
1117,SUITE,683,2
1118,SUITE,549,2
1119,ESTANDAR,326,2
1120,ESTANDAR,111,3
1121,SEMISUITE,499,1
1122,ESTANDAR,654,1
1123,SUITE,653,1
1124,SEMISUITE,343,4
1125,ESTANDAR,107,1
1126,ESTANDAR,404,1
1127,ESTANDAR,241,3
1128,SUITE,379,2
1129,ESTANDAR,666,3
1130,SEMISUITE,660,4
1131,SEMISUITE,133,1
1132,SEMISUITE,684,2
1133,SUITE,830,3
1134,SUITE,541,4
1135,ESTANDAR,225,4
1136,SUITE,127,3
1137,ESTANDAR,453,1
1138,SEMISUITE,798,4
1139,SUITE,260,1
1140,SEMISUITE,496,3
1141,ESTANDAR,308,3
1142,SEMISUITE,530,1
1143,SEMISUITE,402,2
1144,SUITE,508,2
1145,ESTANDAR,163,3
1146,SEMISUITE,559,1
1147,SUITE,492,4
1148,SEMISUITE,865,4
1149,ESTANDAR,365,4
1150,SUITE,676,4
1151,ESTANDAR,498,1
1152,ESTANDAR,126,1
1153,SUITE,311,3
1154,SEMISUITE,471,1
1155,ESTANDAR,714,3
1156,SUITE,442,3
1157,ESTANDAR,261,1
1158,SEMISUITE,467,4
1159,SUITE,458,2
1160,SUITE,823,2
1161,SUITE,149,4
1162,ESTANDAR,244,1
1163,SEMISUITE,250,4
1164,ESTANDAR,280,3
1165,SEMISUITE,739,1
1166,SEMISUITE,352,1
1167,SEMISUITE,830,1
1168,SUITE,769,2
1169,ESTANDAR,707,3
1170,SUITE,114,2
1171,SUITE,298,4
1172,ESTANDAR,120,4
1173,SEMISUITE,454,2
1174,ESTANDAR,450,3
1175,ESTANDAR,393,4
1176,SEMISUITE,379,4
1177,SUITE,708,3
1178,ESTANDAR,314,1
1179,ESTANDAR,243,1
1180,ESTANDAR,200,2
1181,SEMISUITE,866,2
1182,ESTANDAR,535,2
1183,SUITE,713,2
1184,SUITE,701,2
1185,SUITE,133,4
1186,SUITE,209,4
1187,SEMISUITE,456,4
1188,ESTANDAR,478,4
1189,ESTANDAR,367,3
1190,SEMISUITE,715,1
1191,ESTANDAR,806,2
1192,SUITE,813,2
1193,ESTANDAR,878,2
1194,SEMISUITE,315,2
1195,SUITE,344,1
1196,ESTANDAR,344,4
1197,SUITE,415,4
1198,SEMISUITE,586,4
1199,SUITE,373,1
1200,ESTANDAR,110,4
1201,ESTANDAR,282,4
1202,SUITE,190,1
1203,ESTANDAR,295,2
1204,SUITE,809,1
1205,SEMISUITE,529,2
1206,ESTANDAR,469,3
1207,ESTANDAR,618,3
1208,SEMISUITE,343,3
1209,ESTANDAR,731,2
1210,ESTANDAR,177,4
1211,SUITE,436,2
1212,ESTANDAR,435,1
1213,SEMISUITE,834,3
1214,SUITE,569,1
1215,SEMISUITE,617,4
1216,ESTANDAR,373,4
1217,SEMISUITE,728,1
1218,SUITE,186,1
1219,SEMISUITE,686,4
1220,ESTANDAR,324,3
1221,SEMISUITE,252,2
1222,SEMISUITE,665,1
1223,ESTANDAR,738,2
1224,ESTANDAR,466,4
1225,SEMISUITE,106,4
1226,SEMISUITE,411,3
1227,SEMISUITE,560,1
1228,SEMISUITE,124,1
1229,ESTANDAR,100,1
1230,SEMISUITE,125,4
1231,ESTANDAR,393,1
1232,ESTANDAR,180,3
1233,ESTANDAR,396,3
1234,SUITE,400,2
1235,SEMISUITE,831,2
1236,SEMISUITE,697,1
1237,ESTANDAR,863,1
1238,SUITE,735,3
1239,SUITE,565,3
1240,SEMISUITE,629,4
1241,ESTANDAR,576,2
1242,ESTANDAR,330,1
1243,SEMISUITE,495,2
1244,SUITE,808,2
1245,SEMISUITE,518,2
1246,ESTANDAR,142,1
1247,SEMISUITE,791,4
1248,SUITE,620,1
1249,ESTANDAR,308,1
1250,SEMISUITE,105,4
1251,SUITE,616,4
1252,SUITE,792,3
1253,ESTANDAR,633,4
1254,SUITE,232,2
1255,ESTANDAR,197,2
1256,SEMISUITE,129,1
1257,SUITE,246,1
1258,SUITE,756,2
1259,SEMISUITE,314,4
1260,SEMISUITE,309,2
1261,SUITE,260,3
1262,SUITE,247,3
1263,SEMISUITE,381,2
1264,SUITE,232,4
1265,SEMISUITE,762,4
1266,SUITE,357,4
1267,SUITE,568,4
1268,SEMISUITE,213,1
1269,ESTANDAR,511,2
1270,SEMISUITE,788,4
1271,ESTANDAR,401,3
1272,ESTANDAR,805,4
1273,SEMISUITE,584,2
1274,ESTANDAR,627,2
1275,SEMISUITE,674,2
1276,SUITE,118,4
1277,SUITE,617,3
1278,SUITE,310,4
1279,SUITE,280,4
1280,ESTANDAR,668,3
1281,SEMISUITE,269,3
1282,SEMISUITE,889,4
1283,SUITE,451,4
1284,SUITE,186,3
1285,ESTANDAR,812,1
1286,ESTANDAR,534,3
1287,SUITE,339,2
1288,SEMISUITE,628,1
1289,ESTANDAR,804,4
1290,SUITE,796,3
1291,SUITE,659,3
1292,ESTANDAR,586,3
1293,SUITE,211,2
1294,SEMISUITE,821,1
1295,SUITE,518,4
1296,SEMISUITE,648,2
1297,ESTANDAR,441,3
1298,SUITE,296,4
1299,SUITE,450,3
1300,SUITE,656,4
1301,SEMISUITE,427,3
1302,SEMISUITE,877,1
1303,SEMISUITE,657,1
1304,SEMISUITE,731,4
1305,SUITE,377,2
1306,SUITE,556,2
1307,ESTANDAR,827,3
1308,ESTANDAR,397,4
1309,ESTANDAR,672,3
1310,ESTANDAR,794,1
1311,SUITE,779,3
1312,SEMISUITE,542,3
1313,SEMISUITE,604,3
1314,ESTANDAR,776,1
1315,ESTANDAR,663,3
1316,ESTANDAR,756,2
1317,ESTANDAR,331,3
1318,ESTANDAR,352,4
1319,SEMISUITE,358,2
1320,SEMISUITE,222,4
1321,SEMISUITE,418,2
1322,SEMISUITE,694,1
1323,ESTANDAR,613,4
1324,ESTANDAR,286,4
1325,SUITE,448,4
1326,ESTANDAR,420,2
1327,SEMISUITE,477,1
1328,SUITE,305,1
1329,ESTANDAR,401,2
1330,SUITE,752,4
1331,ESTANDAR,754,1
1332,SUITE,740,1
1333,SEMISUITE,506,2
1334,SEMISUITE,864,1
1335,SUITE,242,3
1336,ESTANDAR,897,2
1337,ESTANDAR,380,2
1338,SUITE,636,3
1339,ESTANDAR,373,4
1340,SUITE,209,4
1341,SUITE,270,1
1342,SEMISUITE,165,4
1343,ESTANDAR,813,1
1344,SEMISUITE,680,4
1345,SUITE,642,2
1346,ESTANDAR,257,4
1347,SEMISUITE,325,1
1348,SEMISUITE,512,2
1349,ESTANDAR,664,1
1350,SEMISUITE,469,3
1351,ESTANDAR,854,2
1352,ESTANDAR,198,3
1353,SEMISUITE,703,1
1354,SUITE,566,3
1355,SUITE,873,1
1356,SEMISUITE,673,2
1357,ESTANDAR,140,4
1358,SUITE,329,1
1359,SUITE,801,3
1360,SEMISUITE,712,4
1361,SEMISUITE,545,2
1362,SUITE,494,2
1363,SUITE,849,1
1364,SUITE,785,1
1365,SEMISUITE,860,3
1366,SEMISUITE,127,1
1367,SUITE,833,1
1368,ESTANDAR,554,2
1369,SUITE,730,1
1370,SEMISUITE,307,4
1371,SEMISUITE,448,3
1372,SUITE,185,1
1373,ESTANDAR,457,3
1374,SEMISUITE,457,2
1375,ESTANDAR,696,3
1376,SUITE,848,1
1377,SUITE,152,2
1378,SEMISUITE,364,3
1379,SEMISUITE,869,3
1380,SEMISUITE,704,2
1381,SEMISUITE,523,1
1382,SUITE,668,1
1383,ESTANDAR,466,4
1384,ESTANDAR,177,1
1385,ESTANDAR,598,3
1386,ESTANDAR,863,2
1387,SUITE,830,3
1388,SEMISUITE,464,1
1389,SUITE,717,2
1390,SEMISUITE,864,2
1391,SEMISUITE,829,3
1392,ESTANDAR,615,4
1393,SUITE,842,2
1394,ESTANDAR,292,3
1395,SUITE,129,2
1396,ESTANDAR,827,1
1397,SEMISUITE,635,1
1398,SUITE,625,1
1399,ESTANDAR,738,4
1400,ESTANDAR,711,4
1401,SEMISUITE,192,2
1402,SEMISUITE,451,1
1403,SUITE,851,1
1404,SUITE,709,1
1405,SEMISUITE,609,4
1406,SUITE,616,4
1407,SUITE,517,2
1408,ESTANDAR,693,4
1409,SUITE,659,1
1410,ESTANDAR,879,1
1411,SEMISUITE,467,4
1412,SEMISUITE,463,1
1413,ESTANDAR,185,3
1414,ESTANDAR,121,1
1415,SEMISUITE,658,1
1416,SUITE,656,2
1417,SEMISUITE,748,1
1418,ESTANDAR,386,3
1419,SEMISUITE,799,3
1420,ESTANDAR,750,3
1421,ESTANDAR,149,2
1422,SEMISUITE,882,1
1423,SUITE,344,2
1424,SUITE,193,4
1425,ESTANDAR,879,3
1426,SEMISUITE,218,3
1427,ESTANDAR,249,1
1428,SEMISUITE,320,2
1429,SUITE,152,4
1430,SUITE,178,2
1431,SEMISUITE,150,3
1432,SEMISUITE,797,3
1433,ESTANDAR,316,2
1434,SEMISUITE,188,3
1435,ESTANDAR,634,2
1436,SUITE,840,1
1437,SUITE,323,3
1438,SUITE,844,4
1439,SEMISUITE,462,3
1440,SEMISUITE,249,1
1441,SUITE,642,1
1442,ESTANDAR,665,2
1443,SUITE,340,4
1444,ESTANDAR,284,1
1445,SEMISUITE,137,2
1446,ESTANDAR,813,2
1447,ESTANDAR,702,1
1448,ESTANDAR,717,4
1449,ESTANDAR,408,3
1450,SEMISUITE,845,1
1451,SEMISUITE,759,4
1452,SEMISUITE,549,4
1453,SUITE,492,1
1454,ESTANDAR,310,2
1455,SEMISUITE,209,1
1456,ESTANDAR,664,3
1457,SEMISUITE,711,2
1458,ESTANDAR,124,2
1459,ESTANDAR,115,1
1460,SEMISUITE,135,1
1461,ESTANDAR,866,4
1462,ESTANDAR,789,1
1463,SEMISUITE,472,2
1464,ESTANDAR,422,4
1465,ESTANDAR,419,1
1466,SUITE,537,1
1467,SEMISUITE,424,3
1468,SUITE,537,1
1469,SEMISUITE,330,3
1470,SEMISUITE,139,3
1471,ESTANDAR,245,1
1472,SUITE,749,4
1473,SEMISUITE,708,3
1474,SUITE,518,2
1475,ESTANDAR,642,2
1476,SEMISUITE,312,3
1477,SUITE,689,4
1478,ESTANDAR,857,2
1479,SUITE,846,2
1480,SEMISUITE,757,1
1481,ESTANDAR,775,4
1482,ESTANDAR,167,3
1483,SEMISUITE,834,4
1484,SEMISUITE,492,2
1485,SEMISUITE,799,2
1486,ESTANDAR,840,4
1487,ESTANDAR,412,1
1488,SEMISUITE,483,4
1489,SEMISUITE,220,4
1490,SUITE,250,4
1491,SEMISUITE,366,2
1492,SUITE,331,3
1493,SUITE,448,2
1494,SEMISUITE,795,2
1495,SEMISUITE,878,4
1496,ESTANDAR,412,1
1497,SUITE,348,3
1498,SEMISUITE,280,3
1499,ESTANDAR,105,1
1500,SEMISUITE,820,4
1501,SUITE,885,4
1502,SEMISUITE,517,4
1503,ESTANDAR,556,2
1504,SEMISUITE,344,4
1505,ESTANDAR,793,3
1506,SUITE,206,1
1507,SEMISUITE,659,3
1508,SEMISUITE,558,3
1509,SEMISUITE,548,4
1510,ESTANDAR,489,1
1511,ESTANDAR,156,3
1512,SEMISUITE,214,4
1513,ESTANDAR,610,2
1514,SEMISUITE,243,3
1515,ESTANDAR,890,3
1516,ESTANDAR,465,4
1517,SUITE,586,4
1518,SEMISUITE,251,2
1519,SEMISUITE,138,3
1520,ESTANDAR,835,3
1521,ESTANDAR,719,3
1522,SEMISUITE,296,2
1523,ESTANDAR,134,1
1524,ESTANDAR,566,2
1525,SUITE,368,4
1526,SUITE,180,2
1527,ESTANDAR,774,1
1528,SUITE,179,3
1529,SUITE,708,4
1530,SUITE,591,3
1531,SUITE,521,1
1532,ESTANDAR,239,3
1533,SUITE,469,1
1534,SEMISUITE,413,3
1535,ESTANDAR,601,3
1536,ESTANDAR,832,1
1537,SUITE,477,3
1538,SEMISUITE,427,3
1539,SUITE,695,3
1540,ESTANDAR,141,3
1541,SUITE,619,2
1542,SUITE,331,2
1543,SUITE,492,3
1544,ESTANDAR,415,3
1545,ESTANDAR,559,4
1546,ESTANDAR,668,3
1547,SUITE,285,3
1548,ESTANDAR,139,2
1549,ESTANDAR,499,4
1550,SEMISUITE,455,1
1551,ESTANDAR,386,3
1552,SEMISUITE,809,3
1553,SUITE,343,3
1554,SUITE,646,2
1555,SEMISUITE,495,1
1556,SUITE,846,4
1557,ESTANDAR,581,2
1558,ESTANDAR,817,4
1559,ESTANDAR,787,2
1560,SUITE,863,2
1561,SUITE,293,1
1562,SEMISUITE,708,4
1563,ESTANDAR,876,2
1564,ESTANDAR,712,2
1565,SEMISUITE,464,3
1566,ESTANDAR,155,1
1567,ESTANDAR,579,2
1568,ESTANDAR,190,2
1569,ESTANDAR,272,2
1570,SEMISUITE,121,4
1571,SUITE,806,3
1572,SEMISUITE,275,3
1573,SUITE,684,1
1574,SUITE,333,4
1575,SUITE,643,1
1576,ESTANDAR,745,2
1577,SUITE,811,4
1578,ESTANDAR,166,4
1579,SEMISUITE,805,3
1580,SUITE,255,3
1581,ESTANDAR,668,3
1582,SEMISUITE,530,2
1583,SEMISUITE,372,4
1584,ESTANDAR,182,4
1585,SEMISUITE,282,3
1586,SUITE,284,1
1587,SUITE,584,1
1588,ESTANDAR,789,4
1589,ESTANDAR,890,4
1590,ESTANDAR,505,4
1591,SEMISUITE,531,1
1592,SUITE,719,4
1593,SUITE,759,2
1594,SEMISUITE,263,1
1595,SEMISUITE,836,4
1596,SUITE,553,3
1597,ESTANDAR,139,4
1598,ESTANDAR,857,3
1599,ESTANDAR,438,4
1600,SUITE,524,1
1601,SUITE,575,1
1602,ESTANDAR,498,2
1603,ESTANDAR,298,1
1604,SUITE,789,4
1605,SUITE,444,3
1606,SEMISUITE,792,4
1607,SEMISUITE,460,1
1608,SUITE,361,3
1609,SUITE,691,2
1610,SEMISUITE,594,3
1611,ESTANDAR,489,3
1612,ESTANDAR,269,4
1613,SEMISUITE,588,4
1614,ESTANDAR,404,2
1615,ESTANDAR,433,3
1616,ESTANDAR,276,1
1617,SUITE,705,1
1618,SUITE,144,2
1619,SEMISUITE,318,1
1620,ESTANDAR,189,4
1621,SUITE,870,4
1622,SUITE,531,4
1623,SUITE,219,2
1624,SUITE,822,3
1625,SUITE,523,1
1626,SEMISUITE,861,4
1627,SEMISUITE,870,4
1628,ESTANDAR,726,1
1629,ESTANDAR,217,1
1630,SUITE,100,2
1631,SEMISUITE,877,3
1632,ESTANDAR,257,1
1633,SUITE,481,1
1634,ESTANDAR,701,1
1635,SUITE,434,1
1636,ESTANDAR,792,3
1637,ESTANDAR,373,3
1638,SEMISUITE,462,3
1639,SEMISUITE,589,4
1640,ESTANDAR,829,4
1641,SEMISUITE,633,4
1642,SUITE,441,4
1643,ESTANDAR,271,3
1644,SUITE,108,2
1645,SUITE,473,3
1646,SEMISUITE,133,3
1647,ESTANDAR,435,3
1648,SUITE,598,4
1649,ESTANDAR,108,1
1650,SUITE,285,2
1651,SUITE,423,4
1652,ESTANDAR,652,2
1653,SUITE,890,2
1654,SEMISUITE,150,1
1655,ESTANDAR,480,1
1656,SUITE,835,2
1657,SUITE,580,4
1658,SEMISUITE,304,4
1659,SEMISUITE,554,1
1660,ESTANDAR,479,4
1661,ESTANDAR,282,2
1662,SUITE,171,4
1663,ESTANDAR,120,1
1664,SEMISUITE,192,4
1665,ESTANDAR,493,3
1666,ESTANDAR,744,2
1667,SUITE,733,3
1668,SEMISUITE,364,1
1669,SEMISUITE,747,2
1670,SUITE,866,2
1671,SUITE,481,3
1672,ESTANDAR,505,2
1673,SUITE,646,3
1674,ESTANDAR,473,4
1675,ESTANDAR,860,1
1676,ESTANDAR,470,2
1677,ESTANDAR,394,3
1678,ESTANDAR,895,4
1679,SUITE,672,4
1680,SUITE,138,1
1681,SUITE,211,1
1682,SEMISUITE,541,4
1683,ESTANDAR,881,1
1684,ESTANDAR,437,1
1685,SUITE,447,2
1686,SUITE,745,3
1687,SUITE,241,3
1688,SEMISUITE,558,3
1689,SUITE,669,2
1690,SUITE,568,2
1691,ESTANDAR,170,2
1692,SEMISUITE,645,2
1693,ESTANDAR,412,2
1694,SEMISUITE,458,2
1695,SUITE,100,1
1696,ESTANDAR,201,2
1697,SEMISUITE,692,1
1698,SUITE,448,1
1699,SEMISUITE,605,4
1700,ESTANDAR,118,2
1701,SEMISUITE,567,2
1702,SEMISUITE,825,3
1703,SUITE,279,3
1704,SEMISUITE,821,4
1705,SUITE,212,3
1706,ESTANDAR,301,1
1707,ESTANDAR,509,1
1708,SEMISUITE,234,1
1709,SUITE,290,2
1710,SUITE,472,3
1711,ESTANDAR,200,2
1712,SEMISUITE,775,4
1713,ESTANDAR,687,2
1714,SUITE,730,3
1715,ESTANDAR,318,4
1716,SUITE,479,3
1717,ESTANDAR,458,3
1718,SUITE,258,1
1719,ESTANDAR,181,2
1720,ESTANDAR,508,2
1721,ESTANDAR,835,3
1722,ESTANDAR,654,3
1723,SEMISUITE,735,3
1724,ESTANDAR,607,3
1725,ESTANDAR,417,2
1726,SUITE,259,3
1727,SUITE,216,2
1728,SUITE,521,4
1729,SEMISUITE,199,4
1730,SEMISUITE,183,2
1731,ESTANDAR,594,3
1732,SEMISUITE,685,4
1733,SUITE,645,4
1734,SUITE,492,4
1735,ESTANDAR,844,1
1736,ESTANDAR,191,4
1737,SUITE,152,3
1738,SUITE,307,2
1739,SUITE,737,2
1740,ESTANDAR,161,4
1741,SUITE,262,4
1742,SUITE,325,2
1743,ESTANDAR,583,2
1744,SUITE,785,1
1745,SEMISUITE,336,4
1746,SEMISUITE,492,1
1747,SEMISUITE,257,2
1748,ESTANDAR,891,1
1749,ESTANDAR,533,2
1750,ESTANDAR,204,3
1751,SEMISUITE,769,4
1752,SEMISUITE,588,1
1753,SEMISUITE,634,1
1754,SEMISUITE,741,3
1755,SEMISUITE,565,1
1756,ESTANDAR,738,2
1757,SEMISUITE,788,1
1758,SEMISUITE,124,2
1759,ESTANDAR,894,4
1760,SEMISUITE,390,1
1761,SUITE,367,4
1762,SUITE,629,4
1763,SEMISUITE,456,3
1764,SEMISUITE,876,2
1765,SUITE,164,1
1766,SUITE,357,2
1767,SUITE,162,1
1768,ESTANDAR,862,3
1769,ESTANDAR,334,2
1770,SUITE,634,4
1771,SEMISUITE,516,1
1772,SUITE,788,1
1773,SEMISUITE,579,4
1774,SUITE,730,4
1775,ESTANDAR,216,4
1776,SEMISUITE,552,3
1777,ESTANDAR,155,2
1778,ESTANDAR,313,4
1779,SEMISUITE,666,1
1780,ESTANDAR,242,2
1781,SEMISUITE,612,2
1782,SUITE,747,4
1783,ESTANDAR,820,4
1784,ESTANDAR,854,1
1785,ESTANDAR,748,4
1786,ESTANDAR,884,4
1787,ESTANDAR,568,1
1788,SEMISUITE,548,3
1789,SEMISUITE,557,2
1790,ESTANDAR,454,4
1791,SEMISUITE,674,4
1792,SEMISUITE,232,4
1793,SEMISUITE,303,2
1794,SEMISUITE,860,1
1795,SUITE,446,3
1796,SEMISUITE,663,1
1797,SEMISUITE,478,4
1798,SEMISUITE,265,3
1799,SUITE,665,1
1800,ESTANDAR,173,2
1801,ESTANDAR,349,4
1802,ESTANDAR,154,4
1803,SEMISUITE,336,4
1804,SUITE,443,3
1805,ESTANDAR,369,3
1806,SUITE,103,3
1807,SUITE,228,4
1808,SUITE,857,2
1809,SUITE,674,4
1810,ESTANDAR,180,3
1811,ESTANDAR,809,4
1812,SUITE,538,3
1813,ESTANDAR,487,3
1814,SUITE,685,2
1815,ESTANDAR,430,3
1816,SEMISUITE,216,1
1817,SUITE,703,4
1818,SUITE,114,4
1819,SUITE,778,2
1820,SEMISUITE,670,1
1821,ESTANDAR,149,1
1822,ESTANDAR,414,3
1823,SEMISUITE,271,3
1824,ESTANDAR,424,4
1825,ESTANDAR,515,4
1826,SEMISUITE,814,3
1827,SEMISUITE,819,1
1828,SUITE,868,1
1829,SUITE,608,4
1830,SUITE,414,2
1831,SUITE,624,1
1832,SEMISUITE,488,2
1833,ESTANDAR,740,1
1834,SUITE,467,3
1835,SEMISUITE,875,2
1836,ESTANDAR,743,4
1837,ESTANDAR,807,1
1838,SUITE,100,3
1839,SUITE,458,3
1840,ESTANDAR,266,4
1841,SEMISUITE,462,1
1842,SEMISUITE,789,2
1843,SEMISUITE,443,2
1844,SEMISUITE,430,2
1845,ESTANDAR,894,3
1846,ESTANDAR,389,1
1847,ESTANDAR,491,4
1848,SUITE,768,2
1849,ESTANDAR,228,4
1850,SUITE,608,1
1851,SUITE,507,3
1852,ESTANDAR,613,3
1853,ESTANDAR,205,1
1854,SEMISUITE,600,3
1855,ESTANDAR,430,4
1856,SUITE,472,4
1857,ESTANDAR,882,3
1858,SEMISUITE,321,1
1859,ESTANDAR,625,3
1860,SUITE,300,1
1861,SEMISUITE,830,3
1862,SEMISUITE,632,4
1863,SUITE,321,1
1864,SEMISUITE,662,1
1865,SUITE,480,1
1866,SUITE,399,3
1867,ESTANDAR,148,4
1868,SEMISUITE,899,1
1869,SUITE,348,2
1870,ESTANDAR,495,3
1871,SUITE,314,1
1872,SUITE,261,4
1873,SEMISUITE,672,2
1874,SUITE,842,1
1875,SEMISUITE,323,4
1876,SEMISUITE,147,2
1877,SUITE,849,1
1878,SUITE,687,3
1879,ESTANDAR,588,3
1880,SUITE,752,3
1881,SUITE,468,4
1882,SEMISUITE,208,2
1883,SUITE,898,1
1884,ESTANDAR,896,1
1885,SUITE,419,4
1886,SEMISUITE,689,4
1887,ESTANDAR,496,2
1888,SEMISUITE,347,2
1889,ESTANDAR,854,2
1890,SEMISUITE,255,2
1891,SUITE,171,1
1892,ESTANDAR,103,4
1893,SUITE,510,3
1894,SUITE,583,4
1895,ESTANDAR,346,4
1896,ESTANDAR,364,2
1897,SEMISUITE,793,3
1898,SUITE,817,1
1899,ESTANDAR,319,4
1900,SUITE,135,2
1901,ESTANDAR,166,3
1902,ESTANDAR,398,4
1903,ESTANDAR,224,3
1904,SEMISUITE,579,4
1905,ESTANDAR,622,2
1906,SEMISUITE,340,3
1907,SUITE,261,4
1908,SUITE,606,3
1909,SUITE,237,3
1910,SEMISUITE,562,4
1911,SUITE,571,2
1912,SEMISUITE,508,1
1913,ESTANDAR,420,4
1914,ESTANDAR,423,1
1915,SEMISUITE,477,3
1916,ESTANDAR,183,1
1917,ESTANDAR,523,2
1918,SEMISUITE,851,1
1919,SEMISUITE,731,3
1920,ESTANDAR,296,2
1921,SUITE,740,4
1922,SEMISUITE,566,3
1923,SUITE,698,2
1924,ESTANDAR,580,4
1925,ESTANDAR,543,3
1926,ESTANDAR,106,4
1927,ESTANDAR,106,1
1928,SUITE,163,3
1929,SUITE,150,4
1930,ESTANDAR,282,2
1931,ESTANDAR,805,1
1932,ESTANDAR,558,1
1933,ESTANDAR,229,4
1934,ESTANDAR,521,4
1935,ESTANDAR,658,1
1936,SEMISUITE,661,2
1937,SUITE,858,2
1938,SEMISUITE,198,1
1939,ESTANDAR,671,4
1940,SEMISUITE,659,4
1941,SUITE,229,1
1942,SEMISUITE,323,1
1943,SEMISUITE,855,1
1944,SEMISUITE,163,2
1945,ESTANDAR,120,2
1946,ESTANDAR,195,4
1947,SEMISUITE,144,2
1948,SEMISUITE,619,1
1949,SUITE,189,2
1950,SEMISUITE,229,3
1951,SUITE,642,4
1952,SEMISUITE,414,4
1953,ESTANDAR,267,4
1954,ESTANDAR,812,2
1955,SUITE,150,1
1956,SUITE,858,2
1957,SEMISUITE,442,1
1958,ESTANDAR,799,2
1959,SUITE,873,3
1960,SEMISUITE,455,2
1961,SEMISUITE,147,3
1962,SEMISUITE,618,2
1963,ESTANDAR,438,2
1964,ESTANDAR,669,4
1965,SUITE,378,2
1966,SEMISUITE,555,2
1967,ESTANDAR,860,1
1968,SUITE,129,4
1969,ESTANDAR,736,2
1970,SUITE,468,4
1971,SEMISUITE,435,4
1972,SEMISUITE,178,2
1973,SEMISUITE,186,3
1974,ESTANDAR,714,4
1975,SUITE,135,2
1976,SEMISUITE,101,2
1977,ESTANDAR,690,3
1978,ESTANDAR,552,2
1979,SUITE,145,4
1980,ESTANDAR,741,2
1981,SUITE,521,4
1982,SEMISUITE,570,1
1983,ESTANDAR,878,3
1984,SEMISUITE,753,3
1985,ESTANDAR,229,2
1986,SEMISUITE,622,3
1987,SEMISUITE,233,1
1988,SUITE,366,3
1989,SEMISUITE,545,1
1990,SUITE,207,4
1991,SEMISUITE,705,4
1992,SUITE,537,2
1993,SEMISUITE,832,3
1994,ESTANDAR,441,1
1995,ESTANDAR,566,3
1996,SUITE,683,3
1997,SUITE,190,1
1998,SUITE,234,4
1999,SEMISUITE,741,1
2000,SUITE,476,4
2001,SUITE,754,4
2002,SEMISUITE,585,4
2003,SUITE,191,4
2004,ESTANDAR,147,4
2005,SEMISUITE,625,4
2006,ESTANDAR,118,4
2007,SUITE,315,4
2008,SUITE,146,1
2009,SUITE,409,2
2010,SEMISUITE,525,2
2011,SUITE,734,3
2012,ESTANDAR,595,3
2013,ESTANDAR,182,1
2014,SEMISUITE,677,4
2015,ESTANDAR,564,3
2016,ESTANDAR,367,2
2017,ESTANDAR,813,1
2018,ESTANDAR,397,2
2019,SUITE,786,4
2020,ESTANDAR,355,1
2021,ESTANDAR,318,3
2022,SUITE,733,3
2023,SEMISUITE,362,1
2024,SUITE,397,2
2025,ESTANDAR,569,1
2026,ESTANDAR,779,2
2027,SEMISUITE,391,1
2028,SUITE,355,4
2029,SEMISUITE,180,3
2030,ESTANDAR,478,3
2031,SUITE,205,3
2032,SUITE,267,4
2033,SEMISUITE,846,4
2034,SUITE,521,3
2035,ESTANDAR,269,1
2036,SEMISUITE,364,4
2037,ESTANDAR,188,1
2038,SUITE,791,2
2039,SEMISUITE,466,3
2040,SEMISUITE,474,4
2041,SUITE,819,2
2042,SUITE,304,1
2043,ESTANDAR,281,1
2044,SUITE,875,4
2045,ESTANDAR,343,2
2046,ESTANDAR,445,3
2047,SUITE,615,2
2048,SEMISUITE,165,3
2049,ESTANDAR,628,3
2050,SUITE,646,2
2051,SUITE,576,3
2052,ESTANDAR,454,4
2053,ESTANDAR,476,2
2054,ESTANDAR,843,1
2055,SEMISUITE,291,3
2056,SEMISUITE,227,2
2057,ESTANDAR,638,1
2058,ESTANDAR,509,3
2059,ESTANDAR,398,4
2060,ESTANDAR,130,1
2061,SEMISUITE,726,4
2062,ESTANDAR,676,2
2063,SEMISUITE,792,4
2064,SEMISUITE,294,4
2065,SEMISUITE,592,4
2066,SUITE,890,2
